Date,Category,Payment_mode,Description,Amount,Cashback
2024-10-03,Food,Debit Card,Finish evidence determine eat put approach.,691.23,0.05
2024-10-06,Food,Credit Card,Administration third three.,295.11,0.29
2024-10-08,Investment,Credit Card,Beyond tell raise.,996.84,0.0
2024-10-17,Healthcare,Debit Card,Bring increase item speak little politics.,446.84,0.85
2024-10-10,Investment,UPI,Serve commercial against get choice.,449.44,0.0
2024-10-02,Healthcare,Cash,Chair human voice run late full concern.,533.19,0.18
2024-10-30,Food,UPI,Must there else chair want firm.,591.52,0.0
2024-10-02,Healthcare,Cash,Knowledge choose line three.,841.29,0.0
2024-10-15,Subscription,UPI,Sit upon town watch.,510.37,0.04
2024-10-22,Stationary,Debit Card,Power seven eye couple improve.,365.77,0.0
2024-10-08,Healthcare,UPI,Analysis let tree these probably measure set.,163.19,0.0
2024-10-03,Food,Credit Card,Room save require month share.,148.94,0.33
2024-10-10,Bills,UPI,Wife back campaign clearly will in data.,148.35,0.1
2024-10-21,Entertainment,Debit Card,Assume agreement look instead.,724.46,0.5
2024-10-01,Stationary,Debit Card,Development benefit machine just year.,817.95,0.0
2024-10-22,Groceries,Debit Card,Occur staff body onto.,268.64,0.71
2024-10-30,Entertainment,Credit Card,Cost from hair may keep series opportunity.,222.0,0.91
2024-10-19,Food,Credit Card,Happen main stand type eye.,686.22,0.91
2024-10-12,Healthcare,Debit Card,Edge sea wind admit final art treat theory.,75.64,0.82
2024-10-06,Investment,Cash,Face out avoid stay little financial.,520.34,0.51
2024-10-23,Bills,Credit Card,Go concern car friend charge.,904.66,0.37
2024-10-30,Subscription,UPI,Peace history south range Mr.,151.2,0.71
2024-10-13,Stationary,Credit Card,Energy seat from again.,378.85,0.97
2024-10-22,Subscription,Credit Card,Play international real leg.,806.76,0.79
2024-10-24,Stationary,Debit Card,Media wall that.,838.02,0.62
2024-10-04,Healthcare,Cash,Few protect game list born charge old bar.,33.32,0.63
2024-10-07,Food,Credit Card,Which follow record fire travel chance.,229.65,0.0
2024-10-17,Travel,Credit Card,My fish western under change.,440.36,0.73
2024-10-18,Stationary,Debit Card,Us record activity tell.,69.52,0.86
2024-10-28,Food,Debit Card,Learn up must section.,443.74,0.4
2024-10-15,Investment,Debit Card,Check fund environmental point major several young pick.,778.74,0.3
2024-10-27,Food,Credit Card,Share risk always.,712.34,0.16
2024-10-07,Stationary,Debit Card,Pick resource senior end there.,74.0,0.71
2024-10-25,Stationary,UPI,Last all oil reason avoid something forward.,201.69,0.0
2024-10-28,Travel,UPI,Staff color imagine table you.,579.7,0.0
2024-10-27,Stationary,Debit Card,Travel natural season.,997.3,0.98
2024-10-30,Food,UPI,American ability open project company not read.,941.96,0.0
2024-10-19,Groceries,UPI,Minute Congress hospital design business off movie.,822.7,0.52
2024-10-04,Investment,UPI,Future skin after firm man herself.,147.42,0.81
2024-10-15,Entertainment,Debit Card,Piece democratic science who wrong risk including.,300.67,0.0
2024-10-23,Healthcare,Credit Card,Step possible book son very deep.,301.63,0.69
2024-10-08,Food,UPI,North local able response approach tend maybe total.,605.48,0.0
2024-10-06,Food,Credit Card,Daughter democratic wish administration letter father.,476.04,0.64
2024-10-07,Food,Debit Card,Leave billion above fire.,686.77,0.85
2024-10-24,Entertainment,UPI,Record national quite strong that.,974.5,0.73
2024-10-18,Investment,Cash,Citizen statement thing including.,311.03,0.67
2024-10-18,Travel,Cash,Institution which range natural.,906.11,0.0
2024-10-21,Food,Credit Card,Forget glass discussion explain wide.,387.65,0.75
2024-10-27,Stationary,UPI,Between church direction song situation property.,858.57,0.0
2024-10-02,Travel,Cash,System a partner finally clear subject involve.,645.15,0.61
2024-10-19,Food,Debit Card,Far story push understand cup off school item.,632.55,0.0
2024-10-16,Subscription,UPI,Person note clearly.,926.81,0.11
2024-10-14,Food,Debit Card,During win design according majority television my.,880.45,0.0
2024-10-18,Bills,Debit Card,Drop on a film he control note.,686.96,0.32
2024-10-04,Healthcare,Cash,Finish somebody style series.,385.15,0.0
2024-10-24,Investment,Debit Card,Practice rich sort talk statement wish in.,588.87,0.01
2024-10-02,Investment,Cash,Design first however paper popular within.,376.44,0.65
2024-10-05,Groceries,Debit Card,Knowledge second research success much condition.,339.56,0.26
2024-10-16,Investment,Debit Card,Article visit member tend learn.,700.47,0.0
2024-10-25,Groceries,UPI,Me follow everyone glass subject system be.,27.0,0.0
2024-10-05,Entertainment,Credit Card,Cold probably star back necessary yard.,972.66,0.06
2024-10-14,Investment,UPI,Sign thought wrong should boy these.,510.06,0.58
2024-10-28,Stationary,UPI,House all game sing hundred rock.,836.25,0.0
2024-10-17,Groceries,Cash,Practice than through end six.,615.83,0.77
2024-10-24,Stationary,Cash,Move eat anyone article yes give.,172.04,0.43
2024-10-17,Entertainment,UPI,Fear cup star away.,10.84,0.0
2024-10-15,Groceries,Credit Card,Rate along idea mission tree my space.,573.02,0.04
2024-10-19,Groceries,Cash,Report wife outside.,870.97,0.0
2024-10-20,Investment,Debit Card,Whose rate drop.,839.14,0.68
2024-10-11,Food,Debit Card,Challenge reduce pass nation.,273.24,0.97
2024-10-09,Travel,UPI,Age painting woman.,707.4,0.0
2024-10-17,Healthcare,Credit Card,Push mind movement society.,807.9,0.0
2024-10-21,Investment,Credit Card,Worry for appear recognize democratic hope difference.,338.35,0.12
2024-10-25,Healthcare,Debit Card,Condition west federal idea painting else.,886.07,0.0
2024-10-28,Food,UPI,Increase manage director two accept.,304.07,0.04
2024-10-02,Subscription,Debit Card,Real behavior follow account moment respond perhaps dream.,248.63,0.72
2024-10-08,Food,Credit Card,Quite black friend inside Mr whether.,995.43,0.28
2024-10-12,Subscription,Cash,Pay card possible himself reach young.,359.82,0.91
2024-10-26,Stationary,UPI,Black win use able.,359.56,0.62
2024-10-04,Bills,Cash,Quality truth theory now behavior set.,31.6,0.0
2024-10-19,Travel,Cash,Author eat fund imagine real.,669.01,0.0
2024-10-05,Groceries,UPI,Pm deep rest blood.,887.75,0.0
2024-10-23,Bills,UPI,Series stage Republican bed activity left.,182.72,0.48
2024-10-09,Entertainment,Debit Card,Security way high yard toward laugh nature.,991.68,0.98
2024-10-30,Travel,UPI,Subject reflect experience official.,127.22,0.39
2024-10-12,Travel,UPI,Foot firm memory describe foreign particular thus.,739.76,0.79
2024-10-07,Entertainment,Cash,Land recently song never fill professional again.,92.82,0.55
2024-10-06,Entertainment,Debit Card,Hope movement kind history now former yeah leg.,272.87,0.75
2024-10-20,Groceries,Credit Card,Skin cover cell list within threat.,398.63,0.82
2024-10-06,Stationary,Credit Card,Exist candidate play want eye test of.,488.23,0.63
2024-10-06,Healthcare,Debit Card,Sign focus anything.,280.46,0.29
2024-10-29,Healthcare,Credit Card,Work discover bill think follow ability.,392.47,0.34
2024-10-09,Groceries,UPI,Herself my audience wish.,218.51,0.41
2024-10-12,Stationary,Credit Card,Some three court experience hard.,492.14,0.0
2024-10-10,Investment,Credit Card,Believe several organization mother door case.,428.45,0.48
2024-10-12,Healthcare,UPI,Protect somebody sign always class thank put own.,486.23,0.41
2024-10-05,Travel,Debit Card,Old bit attention yard talk.,110.89,0.09
2024-10-14,Stationary,Cash,Claim bank rock for subject laugh.,418.23,0.16
2024-10-01,Subscription,Debit Card,Job memory audience industry nor field realize.,333.22,0.62
2024-10-27,Investment,UPI,Total word place accept.,814.25,0.78
2024-10-03,Food,Debit Card,However century with note though drive send such.,928.72,0.29
2024-10-05,Entertainment,Cash,Well happen benefit who start run goal.,841.19,0.73
2024-10-19,Food,UPI,Draw can save public short.,275.45,0.25
2024-10-20,Food,Cash,Surface cell former dinner until production choose.,731.88,0.0
2024-10-29,Stationary,Cash,Billion already fine court even energy.,708.94,0.02
2024-10-07,Groceries,Debit Card,Onto there doctor hot attack themselves.,790.77,0.63
2024-10-29,Entertainment,UPI,Check want too short light out factor.,814.12,0.22
2024-10-01,Bills,UPI,Institution run government away certainly upon high.,336.06,0.18
2024-10-15,Stationary,UPI,Main oil share bill thing.,130.0,0.93
2024-10-25,Stationary,Credit Card,Information financial analysis appear real before.,427.23,0.4
2024-10-27,Entertainment,Cash,Last way establish similar pull detail high.,252.91,0.6
2024-10-03,Travel,Credit Card,Involve executive smile various great office nature.,826.92,0.03
2024-10-06,Bills,UPI,Machine want campaign member you under.,532.44,0.54
2024-10-17,Stationary,Cash,Even young such safe see bed reduce.,393.75,0.0
2024-10-19,Bills,Credit Card,Store condition western particularly along financial thus.,474.86,0.96
2024-10-29,Investment,Credit Card,Rate environment guess change road analysis doctor.,864.51,0.54
2024-10-17,Subscription,Credit Card,Deep money purpose own she we who.,947.32,0.0
2024-10-24,Subscription,Credit Card,Since finish relate knowledge boy fall artist.,654.59,0.71
2024-10-29,Stationary,UPI,Describe attention ball so.,69.46,0.28
2024-10-29,Healthcare,Credit Card,My final contain.,36.78,0.0
2024-10-09,Healthcare,UPI,Name every receive well position.,722.03,0.0
2024-10-30,Travel,Credit Card,City ago theory machine trouble business.,216.73,0.6
2024-10-29,Bills,UPI,While business here similar.,403.12,0.76
2024-10-27,Stationary,Cash,Yes in participant just manage.,530.95,0.0
2024-10-23,Healthcare,Cash,Through everything put building trip part.,595.5,0.51
2024-10-04,Stationary,UPI,Right describe specific peace radio talk.,717.77,0.47
2024-10-07,Bills,Cash,Name body federal southern sometimes.,384.92,0.5
2024-10-01,Healthcare,UPI,Sound agreement wind book.,227.33,0.0
2024-10-15,Food,UPI,Sister walk newspaper especially rule oil though.,999.39,0.42
2024-10-04,Investment,Debit Card,Edge identify international impact.,716.85,0.84
2024-09-19,Subscription,Credit Card,Watch quickly act can medical.,950.02,0.69
2024-09-11,Food,UPI,Across capital today late total create.,41.3,0.04
2024-09-23,Stationary,UPI,Politics beyond hotel building through let.,371.67,0.35
2024-09-24,Groceries,Credit Card,Large provide if smile most performance rather.,828.34,0.5
2024-09-19,Food,Debit Card,Even trip across tax man outside nor.,556.45,0.6
2024-09-12,Food,Cash,Lead believe author population expert.,810.71,0.73
2024-09-25,Stationary,UPI,Traditional provide example part research do spend reach.,597.12,0.0
2024-09-16,Bills,Credit Card,Civil information professor tend manager hundred fear.,453.57,0.0
2024-09-15,Travel,Cash,Region fine letter research brother member head.,137.09,0.84
2024-09-09,Bills,UPI,Father pretty budget reality region.,667.4,0.59
2024-09-03,Investment,Cash,Tough word court staff quality single research our.,285.61,0.63
2024-09-24,Travel,Credit Card,Field body election.,872.66,0.62
2024-09-16,Stationary,Credit Card,Stage edge area single town.,288.86,0.62
2024-09-27,Investment,Cash,Cell evidence environment end.,244.77,0.29
2024-09-01,Entertainment,Credit Card,Education price north sometimes land management myself.,539.66,0.86
2024-09-14,Bills,Debit Card,Skin upon leg whom offer general thank.,483.34,0.96
2024-09-06,Subscription,Credit Card,Example court relate per traditional.,916.8,0.13
2024-09-16,Food,Cash,Firm wrong Mrs.,680.2,0.51
2024-09-20,Travel,Cash,Wind full success defense main oil forget.,890.01,0.66
2024-09-01,Bills,Debit Card,Throughout go shake federal keep operation.,138.3,0.56
2024-09-12,Investment,Credit Card,Black student product character become.,397.05,0.54
2024-09-16,Subscription,Cash,Certainly respond leave maybe decision though.,696.8,0.31
2024-09-13,Entertainment,Cash,Program sometimes responsibility.,860.59,0.6
2024-09-06,Entertainment,UPI,Challenge pay wife most seat.,592.2,0.55
2024-09-28,Healthcare,Credit Card,Traditional officer set pick computer member assume.,211.0,0.02
2024-09-21,Groceries,UPI,Any look she sing good not get wrong.,791.02,0.0
2024-09-11,Subscription,Credit Card,Stuff nice physical most enough black but.,761.26,0.75
2024-09-26,Food,Cash,Himself concern hundred according same dinner.,435.31,0.2
2024-09-24,Food,UPI,Institution direction prove moment help nice according TV.,823.11,0.87
2024-09-10,Subscription,Cash,Gas behavior add.,382.84,0.91
2024-09-12,Groceries,UPI,Recognize important including this open left middle.,561.87,0.1
2024-09-12,Travel,UPI,Call ten rate activity.,406.2,0.0
2024-09-01,Travel,Credit Card,Health natural since along.,831.35,0.6
2024-09-23,Entertainment,Debit Card,Course student blue.,803.8,0.0
2024-09-19,Food,UPI,Card only half somebody onto option send.,598.66,0.72
2024-09-28,Food,Cash,Focus stop break just agent upon.,450.33,0.88
2024-09-11,Entertainment,Debit Card,Amount interesting view voice shake beyond.,728.44,0.37
2024-09-24,Bills,Debit Card,Pressure main campaign her city.,39.38,0.72
2024-09-16,Food,Debit Card,Group service policy use where price instead model.,374.91,0.44
2024-09-16,Healthcare,Debit Card,From scientist again investment compare.,847.79,0.0
2024-09-03,Entertainment,Credit Card,Tv road building tend baby little dog.,260.04,0.35
2024-09-01,Investment,UPI,Line inside tonight.,754.51,0.7
2024-09-29,Bills,Credit Card,Really chance over customer leg factor.,915.64,0.84
2024-09-29,Investment,Debit Card,Table discussion similar provide.,796.69,0.49
2024-09-21,Food,Debit Card,Within put if room guy billion.,564.53,0.0
2024-09-02,Bills,UPI,Computer light realize up political source in.,31.38,0.6
2024-09-07,Entertainment,Credit Card,Pressure difficult room produce laugh new.,794.05,0.38
2024-09-11,Investment,Credit Card,Table safe law reason write note.,940.55,0.76
2024-09-11,Food,Credit Card,Feeling total yeah doctor ability effort.,935.71,0.13
2024-09-09,Travel,Debit Card,Occur dinner throw strategy.,856.8,0.7
2024-09-03,Investment,Credit Card,Action site finish success would.,535.61,0.31
2024-09-19,Food,Credit Card,Note ten actually close memory class window especially.,109.31,0.61
2024-09-16,Healthcare,Debit Card,Man professional way myself before glass no poor.,887.39,0.32
2024-09-18,Investment,Debit Card,Hair western hot agreement.,583.99,0.44
2024-09-19,Stationary,Debit Card,Include hour crime ready.,52.78,0.23
2024-09-23,Healthcare,UPI,This summer fact.,562.71,0.28
2024-09-10,Healthcare,UPI,Yourself with certain above fire.,94.57,0.77
2024-09-26,Investment,Credit Card,Affect poor their from.,739.32,0.33
2024-09-23,Groceries,Cash,Sound pull money.,10.44,0.8
2024-09-29,Stationary,Credit Card,Benefit determine maintain.,805.44,0.0
2024-09-12,Healthcare,Credit Card,Go bar about sing a dog.,812.57,0.87
2024-09-17,Food,Cash,Tonight probably room like security.,809.11,0.0
2024-09-19,Investment,Credit Card,Which pick artist thought.,586.22,0.0
2024-09-16,Stationary,Debit Card,Family tax than admit.,965.91,0.61
2024-09-25,Investment,Debit Card,Affect role whose investment professor manager central.,197.77,0.0
2024-09-02,Stationary,UPI,Perform activity happy its.,994.84,0.14
2024-09-06,Stationary,Debit Card,Entire still office resource.,321.02,0.43
2024-09-19,Healthcare,UPI,Other parent artist line factor however.,503.82,0.0
2024-09-10,Healthcare,Debit Card,Way environmental they tend girl land ahead.,498.22,0.52
2024-09-16,Travel,Credit Card,Discover southern clearly.,193.49,0.0
2024-09-16,Stationary,Debit Card,This various take ask.,263.71,0.0
2024-09-16,Food,Credit Card,Town believe heavy apply again American.,961.18,0.63
2024-09-18,Groceries,Credit Card,She stock whether us article.,748.66,0.0
2024-09-03,Healthcare,UPI,Foot quality then.,816.34,0.71
2024-09-26,Entertainment,Debit Card,Whether quality by enjoy.,597.1,0.54
2024-09-10,Food,Debit Card,Window measure change stock break point.,153.21,0.88
2024-09-06,Stationary,Debit Card,Tv space responsibility management thing.,831.94,0.0
2024-09-20,Food,Debit Card,Traditional around manager research week.,696.63,0.02
2024-09-29,Bills,UPI,Lot writer thank third rate piece fly.,494.96,0.48
2024-09-12,Bills,Cash,Effort TV thought instead.,427.4,0.51
2024-09-28,Food,Credit Card,Nearly administration defense have oil history open.,43.38,0.13
2024-09-23,Travel,Debit Card,His ok Mrs learn college.,438.66,0.0
2024-09-17,Healthcare,UPI,His east gas bed world key last.,666.55,0.0
2024-09-18,Healthcare,Debit Card,Speech question laugh parent whom fact sport everyone.,610.84,0.79
2024-09-22,Subscription,Cash,Coach continue choose big player.,34.14,0.12
2024-09-16,Entertainment,Debit Card,Fire true administration home teach property door.,584.36,0.43
2024-09-04,Entertainment,UPI,Young different international like organization then.,179.7,0.39
2024-09-10,Healthcare,Debit Card,Admit car real too.,363.14,0.77
2024-09-02,Food,Credit Card,Book act forget lay score.,877.67,0.49
2024-09-10,Travel,Debit Card,Product according surface truth grow.,483.94,0.0
2024-09-11,Travel,Cash,Through key leader record student.,446.81,0.59
2024-09-12,Healthcare,Debit Card,History such product eat page decide ball write.,751.11,0.34
2024-09-19,Entertainment,Credit Card,City next sure middle strategy personal trip.,591.38,0.9
2024-09-11,Investment,Cash,Worry nature its wife until and full.,447.46,0.66
2024-09-04,Food,UPI,Relationship cell nothing cut from.,499.78,0.44
2024-09-08,Travel,Cash,War bag ground local.,476.52,0.35
2024-09-29,Subscription,Credit Card,Nation maybe technology of need word.,753.81,0.57
2024-09-26,Food,Credit Card,Strategy mention individual risk happen.,318.02,0.0
2024-09-26,Bills,Debit Card,May clearly born director herself.,768.26,0.59
2024-09-24,Food,UPI,Area several card dark parent just.,887.72,0.0
2024-09-03,Healthcare,Credit Card,Own use practice hair.,289.74,0.84
2024-09-27,Food,Debit Card,Wide doctor door back half.,135.31,0.57
2024-09-19,Bills,Cash,Beat just miss single every decide trip.,610.21,0.87
2024-09-29,Travel,Cash,Natural improve season role operation bed him.,225.9,0.33
2024-09-07,Healthcare,UPI,Resource eight although among.,324.74,0.06
2024-09-27,Travel,Credit Card,Fish change fire consumer blue success.,513.07,0.74
2024-09-07,Stationary,Cash,Whole available government away.,896.04,0.0
2024-09-14,Travel,UPI,Whose action billion watch manage common various.,779.48,0.0
2024-09-24,Stationary,Debit Card,Half crime beat federal energy.,291.24,0.0
2024-09-17,Travel,Credit Card,Where position minute region.,593.87,0.92
2024-09-29,Groceries,Credit Card,Remember score along great three old.,743.41,0.0
2024-09-18,Subscription,Credit Card,Talk history yeah her very lawyer.,297.86,0.95
2024-09-23,Travel,UPI,Enter analysis thousand authority can.,786.54,0.24
2024-09-25,Groceries,UPI,Day student situation strategy share common fund.,370.3,0.14
2024-09-12,Groceries,Cash,Environment yard into appear whom another.,195.59,0.65
2024-09-07,Investment,Debit Card,Purpose fall himself apply employee.,373.89,0.23
2024-09-19,Investment,Credit Card,Cultural month somebody tough issue cause.,729.27,0.0
2024-09-09,Bills,Debit Card,Animal trouble eight fire whole well.,234.81,0.8
2024-09-27,Subscription,Cash,Pull cut expect either especially heart score.,815.39,0.53
2024-09-09,Healthcare,Debit Card,Agree stuff risk participant mouth who.,995.0,0.94
2024-09-29,Travel,Credit Card,Trip guy scientist knowledge participant.,720.19,0.71
2024-09-18,Healthcare,UPI,Out art street as evening story range.,204.86,0.18
2024-09-21,Entertainment,Debit Card,Game newspaper up account than.,434.92,0.57
2024-09-02,Investment,Credit Card,Home position interesting weight single.,557.05,0.13
2024-09-29,Groceries,Debit Card,Ok inside someone east so indicate mouth.,835.59,0.9
2024-09-29,Groceries,Credit Card,Skin miss sport.,888.51,0.8
2024-09-26,Entertainment,Debit Card,Small man whatever simply create.,510.92,0.78
2024-09-01,Entertainment,Debit Card,Mouth again reveal first.,444.66,0.62
2024-09-23,Groceries,Cash,Who exactly thousand community begin wind.,51.33,0.74
2024-09-19,Stationary,Credit Card,Ago fall still century surface skin Mr.,248.71,0.0
2024-09-22,Food,UPI,Anything suffer worker pull.,628.77,0.47
2024-09-09,Investment,Debit Card,Include event goal husband federal.,991.08,0.0
2024-09-28,Travel,UPI,Like your open least.,486.44,0.0
2024-09-23,Groceries,Debit Card,Should its ground pick change hold.,257.33,0.56
2024-09-07,Healthcare,Credit Card,Above receive organization say between agent professor.,534.44,0.38
2024-09-27,Food,Debit Card,Beat dark forward bar.,363.41,0.09
2024-09-27,Healthcare,Debit Card,Campaign return where bit trial reason.,276.44,0.67
2024-09-12,Healthcare,Cash,Dark policy young war make.,115.42,0.71
2024-09-08,Stationary,Debit Card,Audience instead decision at shake partner.,872.51,0.59
2024-09-15,Travel,UPI,Something because attack better.,675.24,0.0
2024-09-19,Healthcare,UPI,Least them window six be kitchen wide man.,637.82,0.63
2024-09-26,Stationary,UPI,Despite water Mr happen use treat place.,321.12,0.55
2024-09-17,Travel,Debit Card,Ahead middle anyone detail reach heavy language finish.,850.35,0.56
2024-09-14,Investment,UPI,Family election yard career player manager side.,796.51,0.79
2024-09-06,Healthcare,Debit Card,Place nature physical shoulder.,196.05,0.27
2024-09-01,Investment,Debit Card,Us blood economy rich drop which staff.,433.5,0.0
2024-09-21,Entertainment,Cash,Factor impact month project.,747.73,0.94
2024-09-11,Investment,UPI,Matter certainly war.,310.69,0.63
2024-09-21,Travel,Debit Card,Security better lead we next.,450.41,0.42
2024-09-18,Stationary,UPI,Available town during see clearly.,43.9,0.32
